0,0
2.254731761,0.421128319
4.130499217,0.42710177
4.077571241,0.43539823
4.973112588,0.445022124
5.877122412,0.453318584
7.706313249,0.46659292
9.5482068,0.477876106
13.29550747,0.490486726
20.8663251,0.503761062
29.40254901,0.515707965
39.87170259,0.524668142
54.15802176,0.535287611
65.59681585,0.542256637
79.90642334,0.549225664
99.00283694,0.555862832
122.8818224,0.562831858
139.1222425,0.567146018
160.1410001,0.572455752
179.2564678,0.576106195
206.9737901,0.581415929
236.6113393,0.585730088
272.9516873,0.589380531
302.5934708,0.593030973
320.7625863,0.595022124
343.7142736,0.597345133
366.6638438,0.6
390.5767032,0.601659292
419.2700174,0.603982301
441.2711183,0.605309735
480.4886311,0.607964602
503.4424355,0.609955752
532.1357497,0.612278761
567.5339798,0.613606195
592.4037769,0.615265487
618.232629,0.61659292
644.0614811,0.617920354
661.277893,0.619247788
683.2832282,0.619911504
706.2412669,0.621238938
733.9861117,0.622234513
757.9032053,0.623230088
778.9494855,0.624225664
798.0776559,0.625884956
819.1281704,0.626216814
841.1313884,0.627212389
862.1797857,0.627876106
882.2712453,0.628539823
903.3196426,0.62920354
927.2367362,0.630199115
950.1968921,0.63119469
971.2452894,0.631858407
989.4228734,0.632522124
998.9922513,0.632522124
